date,foundation_model,foundation_lower,foundation_upper
2016-05-18 12:00:00,69.506584,48.85207,127.00461
2016-05-18 13:00:00,71.47669,51.35742,127.512024
2016-05-18 14:00:00,72.0785,52.199627,128.62543
2016-05-18 15:00:00,70.960625,47.305893,133.7341
2016-05-18 16:00:00,95.92155,56.83051,173.59308
2016-05-18 17:00:00,155.89835,90.35038,244.66306
2016-05-18 18:00:00,134.98714,78.61558,219.7035
2016-05-18 19:00:00,115.746155,82.696526,181.26347
2016-05-18 20:00:00,92.52464,70.50433,144.41356
2016-05-18 21:00:00,70.464645,59.51232,105.78492
2016-05-18 22:00:00,60.024834,54.266136,82.66138
2016-05-18 23:00:00,54.237457,50.857765,67.19638
2016-05-19 00:00:00,52.651085,50.114918,60.315517
2016-05-19 01:00:00,52.323635,49.505802,58.9909
2016-05-19 02:00:00,53.561676,49.42779,61.7658
2016-05-19 03:00:00,52.02257,47.290348,64.48452
2016-05-19 04:00:00,50.649185,44.45342,70.57208
2016-05-19 05:00:00,59.315033,44.215446,94.89984
2016-05-19 06:00:00,75.9471,44.123234,135.94077
2016-05-19 07:00:00,125.404205,65.76882,207.32333
2016-05-19 08:00:00,134.53331,69.37018,225.00021
2016-05-19 09:00:00,84.33021,41.489902,168.56424
2016-05-19 10:00:00,73.55786,41.27464,153.29411
2016-05-19 11:00:00,76.41422,45.068195,160.85428
2016-05-19 12:00:00,80.73725,48.87544,166.07692
2016-05-19 13:00:00,83.39618,52.248814,166.16718
2016-05-19 14:00:00,85.8721,55.792614,167.3139
2016-05-19 15:00:00,85.76936,51.55143,173.12463
2016-05-19 16:00:00,114.599144,61.958107,216.65588
2016-05-19 17:00:00,191.88516,106.00762,305.5419
2016-05-19 18:00:00,176.09283,99.37739,284.44748
2016-05-19 19:00:00,115.659584,73.253876,201.05576
2016-05-19 20:00:00,88.90861,60.492165,159.0351
2016-05-19 21:00:00,65.902245,52.446594,114.681694
2016-05-19 22:00:00,55.925232,50.276756,88.15746
2016-05-19 23:00:00,52.340996,48.265774,74.19098
2016-05-20 00:00:00,51.59403,47.492176,67.54547
2016-05-20 01:00:00,51.400597,47.482067,65.07993
2016-05-20 02:00:00,51.958057,47.437687,65.55894
2016-05-20 03:00:00,51.074238,47.013084,67.4757
2016-05-20 04:00:00,50.042637,45.158905,73.230316
2016-05-20 05:00:00,56.341362,44.505043,94.56052
2016-05-20 06:00:00,71.097374,44.25762,133.15097
2016-05-20 07:00:00,111.46901,60.37703,196.60538
2016-05-20 08:00:00,132.32889,69.89131,232.0646
2016-05-20 09:00:00,96.10081,49.2918,196.5351
2016-05-20 10:00:00,84.073425,44.734623,184.98929
2016-05-20 11:00:00,97.909454,53.458176,206.44409
2016-05-20 12:00:00,107.359024,58.241108,220.42023
2016-05-20 13:00:00,110.386444,59.571693,223.12906
2016-05-20 14:00:00,102.17032,56.188156,209.59915
2016-05-20 15:00:00,99.96343,53.697887,206.67242
2016-05-20 16:00:00,117.12308,61.345657,229.96597
2016-05-20 17:00:00,171.44864,94.40689,291.82233
2016-05-20 18:00:00,155.47394,86.74663,272.34424
2016-05-20 19:00:00,80.9805,57.40999,136.73264
2016-05-20 20:00:00,72.104225,54.530617,121.62807
2016-05-20 21:00:00,62.515556,51.412018,100.16068
2016-05-20 22:00:00,56.51784,48.995342,84.39179
2016-05-20 23:00:00,53.469925,47.059875,74.19622
2016-05-21 00:00:00,52.489193,46.127537,67.73799
2016-05-21 01:00:00,51.18962,45.522404,63.67305
2016-05-21 02:00:00,51.521458,45.160275,64.38252
2016-05-21 03:00:00,50.992695,44.09777,65.71817
2016-05-21 04:00:00,50.96234,42.94603,70.41482
2016-05-21 05:00:00,53.372112,42.70494,81.61768
2016-05-21 06:00:00,62.17649,44.312527,105.009026
2016-05-21 07:00:00,84.29872,53.87975,142.82938
2016-05-21 08:00:00,111.31571,68.54942,184.27744
2016-05-21 09:00:00,106.16304,65.84186,184.44638
2016-05-21 10:00:00,94.457306,59.158024,173.75464
2016-05-21 11:00:00,88.015884,57.13059,169.84851
2016-05-21 12:00:00,84.68591,55.608116,166.09366
2016-05-21 13:00:00,79.3037,52.491585,160.25076
2016-05-21 14:00:00,75.78294,50.747433,155.75285
2016-05-21 15:00:00,76.51476,48.504986,159.85411
2016-05-21 16:00:00,89.86645,53.011654,181.69878
2016-05-21 17:00:00,122.10314,71.205826,220.06058
2016-05-21 18:00:00,107.069664,63.611298,200.61995
2016-05-21 19:00:00,95.35724,63.19229,173.82605
2016-05-21 20:00:00,76.99922,55.484222,145.3258
2016-05-21 21:00:00,62.219284,51.334225,114.230156
2016-05-21 22:00:00,56.599327,50.519547,95.16998
2016-05-21 23:00:00,54.41854,49.635403,84.787155
2016-05-22 00:00:00,53.11333,48.351406,77.26118
2016-05-22 01:00:00,51.82755,48.20098,72.72893
2016-05-22 02:00:00,52.977848,48.682907,74.51795
2016-05-22 03:00:00,52.28229,48.169754,76.99704
2016-05-22 04:00:00,51.78108,47.127,82.443474
2016-05-22 05:00:00,53.436493,47.19318,94.922455
2016-05-22 06:00:00,58.585297,47.09235,116.562775
2016-05-22 07:00:00,74.02315,53.927567,149.30675
2016-05-22 08:00:00,94.04568,65.13936,183.37024
2016-05-22 09:00:00,90.7328,63.777836,185.37955
2016-05-22 10:00:00,84.45628,59.05823,181.80132
2016-05-22 11:00:00,89.34427,59.626953,195.18646
2016-05-22 12:00:00,92.79807,59.50082,203.32771
2016-05-22 13:00:00,91.31301,58.1901,203.12447
2016-05-22 14:00:00,83.142456,54.314373,193.63412
2016-05-22 15:00:00,80.451805,50.43621,192.82431
2016-05-22 16:00:00,99.086586,58.64545,219.67061
2016-05-22 17:00:00,136.26929,80.36483,260.95416
2016-05-22 18:00:00,108.92743,65.634026,226.15022
2016-05-22 19:00:00,113.451904,75.583466,191.68459
2016-05-22 20:00:00,93.41012,66.166565,162.40686
2016-05-22 21:00:00,73.059204,57.13823,126.68356
2016-05-22 22:00:00,61.54177,51.485493,102.573044
2016-05-22 23:00:00,56.617702,49.400543,88.96634
2016-05-23 00:00:00,54.09211,48.25657,79.27576
2016-05-23 01:00:00,52.54943,47.900753,74.8364
2016-05-23 02:00:00,53.14871,48.687637,77.230415
2016-05-23 03:00:00,51.244335,47.64706,79.14525
2016-05-23 04:00:00,51.0228,46.824577,87.142914
2016-05-23 05:00:00,55.388218,47.575817,105.12644
2016-05-23 06:00:00,58.54468,44.558548,126.27178
2016-05-23 07:00:00,72.270775,49.298866,156.85349
2016-05-23 08:00:00,78.92753,51.689175,174.9529
2016-05-23 09:00:00,73.599396,48.20688,174.8988
2016-05-23 10:00:00,76.697105,49.26642,182.60364
2016-05-23 11:00:00,86.53457,55.653023,200.36292
2016-05-23 12:00:00,89.04785,56.17015,204.15233
2016-05-23 13:00:00,84.53523,53.31252,198.9654
2016-05-23 14:00:00,82.11675,53.290577,194.39418
2016-05-23 15:00:00,86.27322,53.713066,199.40771
2016-05-23 16:00:00,109.486336,63.72092,232.44562
2016-05-23 17:00:00,147.0013,84.29374,276.7141
2016-05-23 18:00:00,127.43968,73.599365,250.45763
2016-05-23 19:00:00,108.45684,78.96895,169.38316
2016-05-23 20:00:00,90.39224,68.7104,144.4834
2016-05-23 21:00:00,68.19743,56.766853,107.61999
2016-05-23 22:00:00,58.62307,51.856262,86.63233
2016-05-23 23:00:00,54.528477,50.21866,75.13765
2016-05-24 00:00:00,52.477493,48.944805,67.483734
2016-05-24 01:00:00,51.49343,49.19375,63.925697
2016-05-24 02:00:00,53.77281,50.52317,67.607704
2016-05-24 03:00:00,52.62962,49.277428,68.98692
2016-05-24 04:00:00,52.043392,47.942074,72.82338
2016-05-24 05:00:00,56.673714,50.92539,85.19446
2016-05-24 06:00:00,56.50378,48.68946,93.115524
2016-05-24 07:00:00,62.136883,51.55126,106.311134
2016-05-24 08:00:00,66.550705,53.846573,113.864975
2016-05-24 09:00:00,57.984478,48.870033,102.6535
2016-05-24 10:00:00,57.302486,48.786465,99.20926
2016-05-24 11:00:00,58.02959,50.441635,100.0766
2016-05-24 12:00:00,58.575134,51.181168,99.980804
2016-05-24 13:00:00,60.863525,52.054752,103.902435
2016-05-24 14:00:00,63.5689,53.157482,109.58172
2016-05-24 15:00:00,66.84738,51.585117,119.72499
2016-05-24 16:00:00,88.26228,60.157734,156.5432
2016-05-24 17:00:00,141.83307,89.77936,223.08165
2016-05-24 18:00:00,118.664154,74.99732,199.49136
2016-05-24 19:00:00,122.76883,87.29176,190.70644
2016-05-24 20:00:00,98.651085,73.166145,156.54178
2016-05-24 21:00:00,75.42963,60.853012,118.64596
2016-05-24 22:00:00,63.53382,54.65181,95.01056
2016-05-24 23:00:00,57.56344,51.918327,80.5204
2016-05-25 00:00:00,54.654766,50.720028,71.25049
2016-05-25 01:00:00,53.55101,50.276833,68.380066
2016-05-25 02:00:00,54.560707,50.626453,71.68028
2016-05-25 03:00:00,52.535435,48.93391,74.452774
2016-05-25 04:00:00,52.05124,46.901634,82.762314
2016-05-25 05:00:00,62.256805,49.326607,108.59713
2016-05-25 06:00:00,67.411125,44.60138,132.62184
2016-05-25 07:00:00,93.4338,54.493855,174.73674
2016-05-25 08:00:00,100.39351,57.414963,188.69862
2016-05-25 09:00:00,72.98722,42.948544,158.37262
2016-05-25 10:00:00,67.64245,43.582336,150.59192
2016-05-25 11:00:00,70.41983,47.94822,156.24591
2016-05-25 12:00:00,72.84042,49.907253,158.10748
2016-05-25 13:00:00,74.69762,51.33432,158.67502
2016-05-25 14:00:00,79.08089,54.839985,163.13596
2016-05-25 15:00:00,84.694595,55.595673,172.68008
2016-05-25 16:00:00,106.94898,64.8309,205.90744
2016-05-25 17:00:00,157.0922,93.34536,263.83154
2016-05-25 18:00:00,133.90167,80.514366,234.9736
2016-05-25 19:00:00,120.652405,83.062,196.83817
2016-05-25 20:00:00,95.57856,69.0663,158.44687
2016-05-25 21:00:00,72.19375,58.16748,115.71852
2016-05-25 22:00:00,60.328724,52.312042,89.35655
2016-05-25 23:00:00,53.59842,48.512318,72.80327
2016-05-26 00:00:00,50.736294,47.151394,62.68348
2016-05-26 01:00:00,49.709404,47.727005,58.963425
2016-05-26 02:00:00,52.626034,49.733788,63.25366
2016-05-26 03:00:00,52.49581,50.08644,66.1014
2016-05-26 04:00:00,50.481167,48.068073,68.69426
2016-05-26 05:00:00,54.81967,48.99828,83.98263
2016-05-26 06:00:00,58.754093,46.21419,104.13237
2016-05-26 07:00:00,78.463486,53.447304,138.31198
2016-05-26 08:00:00,89.35831,57.346046,158.20242
2016-05-26 09:00:00,70.43853,46.583187,138.93935
2016-05-26 10:00:00,68.59787,46.969433,135.76253
2016-05-26 11:00:00,66.78335,46.75564,137.30902
2016-05-26 12:00:00,66.53933,46.42097,137.93503
2016-05-26 13:00:00,72.487686,50.37005,144.1833
2016-05-26 14:00:00,80.40856,55.41924,153.2165
2016-05-26 15:00:00,88.19773,57.752728,168.7179
2016-05-26 16:00:00,105.13516,62.845127,198.46057
2016-05-26 17:00:00,158.31113,92.77672,260.93616
2016-05-26 18:00:00,137.16684,81.57177,235.90997
2016-05-26 19:00:00,137.2781,84.563705,250.4799
2016-05-26 20:00:00,104.28231,69.4819,199.78427
2016-05-26 21:00:00,76.11186,58.098816,147.20558
2016-05-26 22:00:00,61.863255,53.038013,113.27471
2016-05-26 23:00:00,58.90367,51.507515,99.65672
2016-05-27 00:00:00,56.88698,50.10158,89.21686
2016-05-27 01:00:00,54.489384,48.779667,83.35534
2016-05-27 02:00:00,53.77545,47.996105,83.320366
2016-05-27 03:00:00,53.142216,46.93102,86.889435
2016-05-27 04:00:00,54.09463,45.76498,96.480965
2016-05-27 05:00:00,60.413967,47.022774,118.10942
2016-05-27 06:00:00,71.9964,47.53928,153.81604
2016-05-27 07:00:00,101.10152,57.583206,209.85318
2016-05-27 08:00:00,135.7146,72.24256,269.284
2016-05-27 09:00:00,133.52202,69.03162,282.29694
2016-05-27 10:00:00,127.0719,62.447544,287.18427
2016-05-27 11:00:00,125.896255,64.031395,295.46405
2016-05-27 12:00:00,120.940926,61.95026,292.0782
2016-05-27 13:00:00,113.60078,58.58784,282.68652
2016-05-27 14:00:00,109.2907,57.158234,275.05945
2016-05-27 15:00:00,113.11464,57.346497,280.12683
2016-05-27 16:00:00,139.39978,71.08832,312.32666
2016-05-27 17:00:00,173.05269,92.056335,345.6624
2016-05-27 18:00:00,145.24965,79.71096,305.21133
